step,value,value_smooth
20,0.028706243261694908,0.028706243261694908
50,0.07443199306726456,0.061367493122816086
70,0.08499835431575775,0.07651548106700945
150,0.1272607147693634,0.10776254615466582
160,0.03922785073518753,0.06621629529416735
210,0.10413547605276108,0.08906137720482965
220,0.08528822660446167,0.08679377159958523
230,0.11617039889097214,0.10443130690955812
280,0.0830802470445633,0.09161731187864783
300,0.08993703126907349,0.09060903778770191
370,0.15967907011508942,0.13205279546132026
390,0.1310981810092926,0.13148001718047872
420,0.11794381588697433,0.12335824190006482
490,0.10060632228851318,0.10970705348850399
510,0.1505611687898636,0.13421954898941138
520,0.07450081408023834,0.09838829265450015
560,0.0837140753865242,0.08958376078110754
660,0.1428118646144867,0.12152062527581965
670,0.09896273165941238,0.10798588873393529
690,0.12159136682748795,0.11614917567982318
720,0.08861470222473145,0.0996284915341094
780,0.04526407644152641,0.06700984242117627
810,0.11630662530660629,0.096587912173248
820,0.12724298238754272,0.11498095430700203
850,0.10006227344274521,0.10602974578744012
890,0.09476988017559052,0.0992738264200261
940,0.13076139986515045,0.11816637048744105
950,0.06739921122789383,0.08770607493149322
960,0.07922311127185822,0.08261629673569755
990,0.06672894954681396,0.0730838884223564
1040,0.08345317095518112,0.0793054579420541
1060,0.06309963017702103,0.06958196128303247
1070,0.09423104673624039,0.08437141255495831
1110,0.14472070336341858,0.12058098704003553
1160,0.08631167560815811,0.10001940018090885
1180,0.09284140169620514,0.0957126010900866
1210,0.16409996151924133,0.13674501734757952
1220,0.08782456070184708,0.10739274336014001
1270,0.12652263045310974,0.11887067561592185
1310,0.12403471022844315,0.12196909638343463
1340,0.1202073022723198,0.12091201991676573
1360,0.09413015097379684,0.1048428985509844
1380,0.11859297752380371,0.113092945934676
1420,0.17365692555904388,0.14943133370929673
1450,0.10171091556549072,0.12079908282301313
1460,0.10112641006708145,0.10899547916945412
1490,0.10960083454847336,0.10935869239686567
1510,0.11799052357673645,0.11453779110478815
1560,0.11173903197050095,0.11285853562421584
1600,0.13520438969135284,0.12626604806449804
1610,0.08337040990591049,0.10052866516934551
1650,0.13753502070903778,0.1227324784931609
1670,0.12754003703594208,0.1256170136188296
1710,0.05186465010046959,0.0813655955078136
1750,0.12406577169895172,0.10698570122249648
1880,0.11412021517753601,0.1112664095955202
1900,0.1133912056684494,0.11254128723927773
1940,0.1243663877248764,0.11963634753063693
1980,0.12948952615261078,0.12554825470382125
2010,0.125228613615036,0.12535647005055012
2020,0.12296236306428909,0.12392000585879351
2030,0.18048229813575745,0.1578573812249719
2050,0.0884220227599144,0.1161961661459374
2060,0.019327212125062943,0.058074793733412726
2110,0.12521499395370483,0.098358913865588
2120,0.1050148606300354,0.10235248192425644
2130,0.13459135591983795,0.12169580632160534
2140,0.1072378009557724,0.11302100310210558
2160,0.09967804700136185,0.10501522944165934
2190,0.07276886701583862,0.08566741198616691
2200,0.11601626127958298,0.10387672156221656
2210,0.0754070058465004,0.08679489213278686
2230,0.17656508088111877,0.14065700538178602
2250,0.12650662660598755,0.13216677811630695
2270,0.031532712280750275,0.07178633861497294
2290,0.12700879573822021,0.10491981288892131
2320,0.10921452194452286,0.10749663832228225
2350,0.18028965592384338,0.15117244888321896
2390,0.12971131503582,0.1382957685747796
2500,0.09322439134120941,0.1112529422346375
2520,0.13117286562919617,0.12320489627137271
2550,0.10218522697687149,0.11059309469467198
2570,0.13239064812660217,0.1236716267538301
2600,0.1666339635848999,0.149449028852472
2710,0.10638820379972458,0.12361253382082354
2750,0.13421015441417694,0.12997110617683558
2770,0.07243775576353073,0.09545109592885268
2800,0.03201479837298393,0.05738931739533143
2810,0.0962323248386383,0.08069512186131556
2840,0.14394588768482208,0.11864558135541947
2860,0.07882183790206909,0.09475133528340925
2970,0.03602456673979759,0.059515274157242254
2990,0.1360088735818863,0.10541143381202868
3010,0.05206817761063576,0.07340548009119294
3020,0.11079026013612747,0.09583634811815366
